用户号,电价名称,是否分时,是否阶梯
"6980135767","农业生产(1kV以下,种植养殖业)","否","否 "
"6980151783","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980101661","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980139798","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980128127","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980034194","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980015645","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980016358","农业生产(1kV以下,种植养殖业)","否","否 "
"6980019315","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980070965","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980079337","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980086531","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980021123","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980056974","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980057821","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980047761","一般工商业(1kV以下,商业,不征收附加)","否","否 "
"6980363832","城镇居民生活(1kV以下,附加费进目录)","否","是 "
"6980370300","城镇居民生活(1kV以下,附加费进目录)","否","是 "
"6980338948","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980243505","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980268632","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980193767","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980212857","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980229530","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980230970","一般工商业(1kV以下,非工业,不征收附加)","否","否 "
"6980547535","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980549935","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980551189","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980557376","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980566345","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980511097","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980528392","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980530474","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980532409","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980501490","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980486533","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980396414","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980444940","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980430950","一般工商业(1kV以下,非居民照明,不征收附加)","否","否 "
"6980446920","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980448841","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980454257","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980463213","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980471814","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980465945","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980406564","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980388695","一般工商业(1kV以下,商业,不征收附加)","否","否 "
"6980439494","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980427309","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980684285","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980684474","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980703870","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980706941","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980674877","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980692062","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980728620","城镇福利机构(1kV以下,附加费进目录)","否","否 "
"6980728822","一般工商业(1kV以下,普通工业,不征收附加)","否","否 "
"6980712559","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980639908","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980652475","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980572386","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980578629","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980599813","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980582938","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980889026","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980907591","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980927913","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980930942","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980931945","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980893957","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980914610","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980865787","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980866810","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980885486","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980868265","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980902798","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980774610","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980831261","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980833339","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980835944","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980841060","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980852136","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980760330","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980813177","一般工商业(1kV以下,普通工业,不征收附加)","否","否 "
"6980763922","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980765087","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980789007","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980808227","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981140096","城镇居民生活(1kV以下,附加费进目录)","否","是 "
"6981132192","城镇居民生活(1kV以下,附加费进目录)","否","是 "
"6981052120","城镇居民生活(1kV以下,附加费进目录)","否","是 "
"6981106784","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981090724","城镇居民生活(1kV以下,附加费进目录)","否","是 "
"6981076007","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981058896","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981059961","一般工商业(1kV以下,商业,不征收附加)","否","否 "
"6981060183","一般工商业(1kV以下,商业,不征收附加)","否","否 "
"6981002154","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980967076","一般工商业(1kV以下,商业,不征收附加)","否","否 "
"6980986769","一般工商业(1kV以下,商业,不征收附加)","否","否 "
"6980970278","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981025214","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981045984","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981046802","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981004091","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980976973","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980977093","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980996151","一般工商业(1kV以下,非居民照明,不征收附加)","否","否 "
"6980996496","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981013233","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6980999974","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981255499","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981289931","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981314570","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981316664","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981317306","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981332013","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981239398","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981275387","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981291387","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981246114","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981281142","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981265357","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981283223","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981268516","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981194963","一般工商业(1kV以下,商业,不征收附加)","否","否 "
"6981230290","城镇居民生活(1kV以下,附加费进目录)","否","是 "
"6981153647","城镇居民生活(1kV以下,附加费进目录)","否","是 "
"6981156297","城镇居民生活(1kV以下,附加费进目录)","否","是 "
"6981156385","城镇居民生活(1kV以下,附加费进目录)","否","是 "
"6981501778","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981513209","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981514215","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981450878","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981467610","农业生产(1kV以下,种植养殖业)","否","否 "
"6981432700","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981475107","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981401791","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981402938","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981353470","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981345026","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981639257","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981692672","一般工商业(1kV以下,商业,不征收附加)","否","否 "
"6981696270","城镇居民生活(1kV以下,附加费进目录)","否","是 "
"6981708993","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981674315","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981675233","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981662129","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981678737","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981668954","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981593539","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981544377","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981609791","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981562344","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981562517","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981547116","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981565604","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981582359","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981528553","一般工商业(1kV以下,商业,不征收附加)","否","否 "
"6981567163","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981569622","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981588461","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981847216","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981881616","一般工商业(1-10kV,普通工业)","否","否 "
"6981888154","一般工商业(1-10kV,普通工业)","否","否 "
"6981832252","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981865368","农业排灌(1-10kV)","否","否 "
"6981850955","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981837664","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981837781","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981790972","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981801676","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981808882","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981773780","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981777043","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981746425","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981747444","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981780984","农业生产(1kV以下,种植养殖业)","否","否 "
"6981730790","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981731155","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6982036828","农业生产(1kV以下,种植养殖业)","否","否 "
"6982054042","农业生产(1kV以下,种植养殖业)","否","否 "
"6982081613","城镇居民生活(1kV以下,合表,征收附加)","否","否 "
"6982057168","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6982007192","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6982044881","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6982045376","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6982034590","大工业(1-10kV)","是","否 "
"6982050734","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6982016738","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981958734","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981976059","城镇居民生活(1kV以下,附加费进目录)","否","是 "
"6981913517","一般工商业(1-10kV,普通工业)","否","否 "
"6981950147","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981968054","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981937263","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6981972565","城镇居民生活(1kV以下,附加费进目录)","否","是 "
"8112330930","一般工商业(1kV以下,非居民照明,不征收附加)","否","否 "
"8107073297","城镇居民生活(1kV以下,征收附加)","否","是 "
"8123382443","城镇居民生活(1kV以下,征收附加)","否","是 "
"8123382557","城镇居民生活(1kV以下,征收附加)","否","是 "
"8123382544","城镇居民生活(1kV以下,征收附加)","否","是 "
"8094290299","城镇居民生活(1kV以下,征收附加)","否","是 "
"8116241010","城镇居民生活(1kV以下,征收附加)","否","是 "
"8123377665","城镇居民生活(1kV以下,征收附加)","否","是 "
"8124999473","城镇居民生活(1kV以下,征收附加)","否","是 "
"8114248875","城镇居民生活(1kV以下,征收附加)","否","是 "
"8093554240","城镇居民生活(1kV以下,征收附加)","否","是 "
"8086838773","城镇居民生活(1kV以下,征收附加)","否","是 "
"8116315647","城镇居民生活(1kV以下,征收附加)","否","是 "
"8128125647","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"8143415835","城镇居民生活(1kV以下,征收附加)","否","是 "
"8143301129","城镇居民生活(1kV以下,征收附加)","否","是 "
"8145287267","城镇居民生活(1kV以下,征收附加)","否","是 "
"8124414202","城镇居民生活(1kV以下,征收附加)","否","是 "
"8144882142","城镇居民生活(1kV以下,征收附加)","否","是 "
"8146181704","城镇居民生活(1kV以下,征收附加)","否","是 "
"8142116854","一般工商业(1kV以下,商业)","否","否 "
"8145512668","城镇居民生活(1kV以下,征收附加)","否","是 "
"8136589606","城镇居民生活(1kV以下,征收附加)","否","是 "
"8146299920","城镇居民生活(1kV以下,征收附加)","否","是 "
"8144921902","城镇居民生活(1kV以下,征收附加)","否","是 "
"8143456597","城镇居民生活(1kV以下,合表,征收附加)","否","否 "
"8146157031","城镇居民生活(1kV以下,征收附加)","否","是 "
"8146265345","城镇居民生活(1kV以下,征收附加)","否","是 "
"8144349434","城镇居民生活(1kV以下,征收附加)","否","是 "
"8144496811","城镇居民生活(1kV以下,征收附加)","否","是 "
"8147141352","城镇居民生活(1kV以下,征收附加)","否","是 "
"8147594316","城镇居民生活(1kV以下,征收附加)","否","是 "
"8147801708","一般工商业(1-10kV,非工业)","是","否 "
"8146243103","城镇居民生活(1kV以下,合表,征收附加)","否","否 "
"8152861988","城镇居民生活(1kV以下,征收附加)","否","是 "
"8155195549","城镇居民生活(1kV以下,征收附加)","否","是 "
"8158363044","城镇居民生活(1kV以下,征收附加)","否","是 "
"8164619032","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"8157449172","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"8160885491","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"8159382291","城镇居民生活(1kV以下,征收附加)","否","是 "
"8163720719","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"8158581525","城镇居民生活(1kV以下,征收附加)","否","是 "
"8161446659","城镇居民生活(1kV以下,征收附加)","否","是 "
"8161401357","城镇居民生活(1kV以下,征收附加)","否","是 "
"8164576645","城镇居民生活(1kV以下,征收附加)","否","是 "
"8164537963","城镇居民生活(1kV以下,征收附加)","否","是 "
"8162948680","城镇居民生活(1kV以下,征收附加)","否","是 "
"8175942822","城镇居民生活(1kV以下,征收附加)","否","是 "
"8176419028","城镇居民生活(1kV以下,征收附加)","否","是 "
"8161411462","城镇居民生活(1kV以下,征收附加)","否","是 "
"8168963351","城镇居民生活(1kV以下,征收附加)","否","是 "
"8159365490","城镇居民生活(1kV以下,征收附加)","否","是 "
"8165342502","城镇居民生活(1kV以下,征收附加)","否","是 "
"8173262036","城镇居民生活(1kV以下,合表,征收附加)","否","否 "
"8165023096","城镇居民生活(1kV以下,征收附加)","否","是 "
"8162973444","城镇居民生活(1kV以下,征收附加)","否","是 "
"8163565679","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"8176424343","城镇居民生活(1kV以下,征收附加)","否","是 "
"8170001096","城镇居民生活(1kV以下,征收附加)","否","是 "
"8170000817","城镇居民生活(1kV以下,征收附加)","否","是 "
"8169664981","城镇居民生活(1kV以下,征收附加)","否","是 "
"8187953414","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"8192285162","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"8194273721","城镇居民生活(1kV以下,征收附加)","否","是 "
"8191516456","城镇居民生活(1kV以下,征收附加)","否","是 "
"8182748215","城镇居民生活(1kV以下,征收附加)","否","是 "
"8173276794","城镇居民生活(1kV以下,征收附加)","否","是 "
"8195367478","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"8182738328","城镇居民生活(1kV以下,征收附加)","否","是 "
"8185942391","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"8182592984","一般工商业(1kV以下,商业,不征收附加)","否","否 "
"8193912487","城镇居民生活(1kV以下,征收附加)","否","是 "
"8194262727","城镇居民生活(1kV以下,征收附加)","否","是 "
"8194225966","城镇居民生活(1kV以下,征收附加)","否","是 "
"8194225780","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110016915","一般工商业(1kV以下,商业)","否","否 "
"0110029999","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110034256","一般工商业(1kV以下,商业)","否","否 "
"0110039408","居民生活1KV以下","否","否 "
"0110054607","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110089285","居民生活1KV以下","否","否 "
"0110116471","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110104331","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110123659","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110151311","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110182014","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110389877","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110339478","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110293431","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110293691","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110294014","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110318398","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110296573","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110353078","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110331719","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110356279","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110380593","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110189640","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110214827","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110246275","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110222864","居民生活1KV以下","否","否 "
"0110270935","一般工商业(1kV以下,商业)","否","否 "
"0110271026","一般工商业(1kV以下,商业)","否","否 "
"0110251646","居民生活1KV以下","否","否 "
"0110252580","居民生活1KV以下","否","否 "
"0110276773","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110279075","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110282525","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110493059","城镇居民生活(1-10kV,征收附加)","否","是 "
"0110565316","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110519195","一般工商业(1kV以下,商业)","否","否 "
"0110498650","一般工商业(1kV以下,非工业)","否","否 "
"0110574688","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110552576","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110575883","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110507299","一般工商业(1kV以下,商业)","否","否 "
"0110580124","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110510446","一般工商业(1kV以下,商业)","否","否 "
"0110559838","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110537944","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110489274","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110392776","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110465847","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110448873","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110427474","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110402682","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110428028","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110693521","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110728795","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110754796","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110708155","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110758189","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110712422","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110592583","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110641230","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110598262","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110625605","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110677345","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110610234","居民生活1KV以下","否","否 "
"0110681511","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110683663","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110614265","居民生活1KV以下","否","否 "
"0110898030","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110923406","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110923985","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110973456","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110952972","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110978347","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110979089","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110932361","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110888475","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110866943","居民生活1KV以下","否","否 "
"0110844756","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110872623","居民生活1KV以下","否","否 "
"0110874010","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110827636","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110875329","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110812773","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110839516","城镇居民生活(1kV以下,征收附加)","否","是 "
"0110886554","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111193888","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111193992","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111120299","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111168460","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111098301","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111124419","一般工商业(1kV以下,商业)","否","否 "
"0111128323","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111151471","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111153174","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111109193","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111141630","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111165070","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111016974","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111091531","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111004108","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111006667","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111032059","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111034794","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111036426","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111061655","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111062049","居民生活1KV以下","否","否 "
"0111372645","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111300844","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111324529","一般工商业(1kV以下,商业)","否","否 "
"0111349786","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111302576","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111354740","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111357420","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111338867","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111386505","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111289165","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111197503","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111249060","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111250077","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111274101","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111229097","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111277100","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111208005","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111256482","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111257515","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111239203","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111286847","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111502989","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111527146","一般工商业(1kV以下,商业)","否","否 "
"0111532113","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111557833","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111541733","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111421914","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111456071","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111457814","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111440942","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111441336","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111418419","城镇居民生活(1kV以下,征收附加)","否","是 "
"8001892828","城镇居民生活(1kV以下,征收附加)","否","是 "
"8003044638","城镇居民生活(1kV以下,征收附加)","否","是 "
"8014096734","一般工商业(1-10kV,非工业)","是","否 "
"8002283403","城镇居民生活(1kV以下,征收附加)","否","是 "
"8018483639","城镇居民生活(1kV以下,征收附加)","否","是 "
"8003748224","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111669820","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111670866","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111599703","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111602025","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111614543","城镇居民生活(1kV以下,征收附加)","否","是 "
"0111687099","城镇居民生活(1kV以下,征收附加)","否","是 "
"8023070622","城镇居民生活(1kV以下,征收附加)","否","是 "
"7120037552","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"8021451548","一般工商业(1kV以下,商业)","否","否 "
"7120025395","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"8014412866","城镇居民生活(1kV以下,征收附加)","否","是 "
"8038232501","城镇居民生活(1kV以下,征收附加)","否","是 "
