"","合同编号.电子商务.","行项目.电子商务.","供应商编码","供应商名称","质保期","项目编码","项目名称","付款方式","分标信息","分包信息","分标编号","分包编号","采购申请","项目","物料编码","物料描述","物料组","大类描述","中类描述","小类描述","数量","计量单位","单价.不含税.","含税单价","含税总价","分项净价.元.","交货日期","国内外采购标识","交货地点及交换方式","货币","招标计划编号","修改标识","日期","时间","cuprice","rbprice"
"29041","LN2012001438","1","1000003438","营口电力设备有限公司",36,"2122FX120037","阜新伊马图66千伏变电站2号主变增容工程","3:4:2:1","66kV及以下变压器","包10","0711-12OTL19201114","900000000000111000 ","1000047729","10","500031219","66kV油浸有载变压器,20MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",1030000,1205100,1205100,1030000,"1305","1","买方指定仓库地面交货","CNY","SG1209","",2012-11-18,"8:38:56",55940,3647
"29047","LN2012001440","1","1000014636","特变电工沈阳变压器集团有限公司",36,"2122FX120036","阜新东六66千伏变电站增容改造工程","3:4:2:1","66kV及以下变压器","包5","0711-12OTL19201114","900000000000111000 ","1000047731","10","500031219","66kV油浸有载变压器,20MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",1030000,1205100,1205100,1030000,"1305","1","买方指定仓库地面交货","CNY","SG1209","",2012-11-16,"14:11:03",55940,3647
"30010","LN2012002001","22","1000023636","沈阳福林特种变压器有限公司",36,"1622TL10100H","铁岭66千伏凡河输变电工程","3:4:2:1","66kV及以下变压器","包7","0711-12OTL19201114","900000000000111000 ","1000047770","10","500031220","66kV油浸有载变压器,20MVA,66/10,水平分体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1065800,1246986,2493972,2131600,"1304","1","施工现场设备基础上交货","CNY","SG1209","",2012-11-17,"8:32:38",55890,3660
"30036","LN2012002015","48","1000003438","营口电力设备有限公司",36,"2122TL120038","铁岭八棵树66千伏变电站增容改造工程","3:4:2:1","66kV及以下变压器","包10","0711-12OTL19201114","900000000000111000 ","1000047598","10","500031217","66kV油浸有载变压器,10MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",810000,947700,1895400,1620000,"1301","1","买方指定仓库地面交货","CNY","SG1209","",2012-11-18,"8:38:56",55870,3679
"30201","LN2012002125","7","1000014636","特变电工沈阳变压器集团有限公司",36,"1322011010A6","500千伏沈南输变电工程","3:4:2:1","330kV及以上变压器","包2","0711-12OTL19201111","900000000000110000 ","1000048213","10","500037753","500kV单相油浸无励磁自耦变压器,334MVA,500/220/66,一体","G1001009","一次设备","交流变压器","500kV变压器","6","台",7930000,9278100,55668600,47580000,"1304","1","施工现场设备基础上交货","CNY","SG1209","",2012-11-16,"14:11:03",55890,3660
"30217","LN2012002134","3","1000014636","特变电工沈阳变压器集团有限公司",36,"1322011010A6","500千伏沈南输变电工程","3:4:2:1","66kV及以下变压器","包24","0711-12OTL19201114","900000000000111000 ","1000048221","20","500061927","66kV油浸有载变压器,800kVA,66/0.4,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",380000,444600,889200,760000,"1304","1","施工现场地面交货","CNY","SG1209","",2012-11-16,"14:11:03",55890,3660
"30256","LN2012002156","35","1000014636","特变电工沈阳变压器集团有限公司",36,"1622SY10102W","沈阳66千伏卧龙输变电工程","3:4:2:1","66kV及以下变压器","包5","0711-12OTL19201114","900000000000111000 ","1000045102","20","500031219","66kV油浸有载变压器,20MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1030000,1205100,2410200,2060000,"1305","1","施工现场设备基础上交货","CNY","SG1209","",2012-11-16,"15:32:24",55940,3647
"30509","LN2012002321","88","1000014602","山东泰开变压器有限公司",36,"2122SY120075","沈阳大兴66千伏变电站增容改造工程","3:4:2:1","66kV及以下变压器","包2","0711-12OTL19201114","900000000000111000 ","1000047783","60","500031223","66kV油浸有载变压器,40MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1572649.57,1840000,3679999.99,3145299.14,"1303","1","施工现场地面交货","CNY","SG1209","",2012-11-16,"18:37:00",55880,3643
"30816","LN2012002480","86","1000001245","锦州变压器股份有限公司",36,"2122DL120082","12技改生37：大连王家66千伏变电站扩建工程","3:4:2:1","66kV及以下变压器","包3","0711-12OTL19201114","900000000000111000 ","1000047379","10","500031223","66kV油浸有载变压器,40MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",1503000,1758510,1758510,1503000,"1305","1","买方指定仓库地面交货","CNY","SG1209","",2012-11-19,"14:55:52",56120,3571
"31000","LN2012002640","3","1000023636","沈阳福林特种变压器有限公司",36,"1522CY10100G","220千伏朝阳保国老输变电工程","3:4:2:1","66kV及以下变压器","包24","0711-12OTL23401144","900000000000122000 ","1000049210","10","500113059","66kV油浸无励磁变压器,630kVA,66/0.4,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",268400,314028,628056,536800,"1308","1","施工现场设备基础上交货","CNY","SG1211","",2012-12-11,"16:51:07",58080,3705
"31028","LN2012002662","31","1000023570","辽宁永泰电力设备制造有限公司",36,"1622CY10106Y","朝阳66千伏召都巴输变电工程","3:4:2:1","66kV及以下变压器","包13","0711-12OTL23401144","900000000000122000 ","1000050158","10","500031219","66kV油浸有载变压器,20MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1042700,1219959,2439918,2085400,"1308","1","施工现场设备基础上交货","CNY","SG1211","",2012-12-11,"17:27:29",58080,3705
"31069","LN2012002704","14","1000014582","江苏华鹏变压器有限公司",36,"1622DL10108Y","大连66千伏于家输变电工程","3:4:2:1","66kV及以下变压器","包7","0711-12OTL23401144","900000000000122000 ","1000050322","10","500031224","66kV油浸有载变压器,40MVA,66/10,水平分体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1678700,1964079,3928158,3357400,"1306","1","施工现场设备基础上交货","CNY","SG1211","",2012-12-12,"12:18:53",57960,3698
"31084","LN2012002711","29","1000002595","大连信达变压器有限公司",36,"2122DL120088","13技改生02：大连66kV大钨变电站主变更换工程","3:4:2:1","66kV及以下变压器","包9","0711-12OTL23401144","900000000000122000 ","1000050321","10","500031221","66kV油浸有载变压器,31.5MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",1410300,1650051,1650051,1410300,"1306","1","买方指定仓库地面交货","CNY","SG1211","",2012-12-12,"12:18:53",57960,3698
"31086","LN2012002713","31","1000000136","中国能源建设集团葫芦岛电力设备厂",36,"2122DL120089","13技改生01：大连220kV变电站#1主变更换工程","3:4:2:1","220kV变压器","包24","0711-12OTL23401142","900000000000122000 ","1000050309","10","500031242","220kV三相油浸有载变压器,180MVA,220/66/10,一体","G1001007","一次设备","交流变压器","220kV变压器","1","台",5900000,6903000,6903000,5900000,"1309","1","买方指定仓库地面交货","CNY","SG1211","",2012-12-12,"12:18:53",58170,3725
"31106","LN2012002725","1","1000000136","中国能源建设集团葫芦岛电力设备厂",36,"1522FX11100S","阜新220千伏六家子变电站扩建工程","3:4:2:1","220kV变压器","包23","0711-12OTL23401142","900000000000122000 ","1000050401","10","500031242","220kV三相油浸有载变压器,180MVA,220/66/10,一体","G1001007","一次设备","交流变压器","220kV变压器","2","台",5770000,6750900,13501800,11540000,"1308","1","买方指定仓库地面交货","CNY","SG1211","",2012-12-12,"10:17:22",58070,3683
"31148","LN2012002755","13","1000000136","中国能源建设集团葫芦岛电力设备厂",36,"2122YK120049","营口双台子66千伏变电站主变增容工程","3:4:2:1","66kV及以下变压器","包14","0711-12OTL23401144","900000000000122000 ","1000049609","20","500031219","66kV油浸有载变压器,20MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",1050000,1228500,1228500,1050000,"1306","1","施工现场地面交货","CNY","SG1211","",2012-12-12,"10:17:22",57960,3698
"31197","LN2012002785","13","1000002595","大连信达变压器有限公司",36,"1622LY10100M","辽阳66千伏唐马输变电新建工程","3:4:2:1","66kV及以下变压器","包1","0711-12OTL23401144","900000000000121000 ","1000050296","10","500031225","66kV油浸有载变压器,50MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1803400,2109978,4219956,3606800,"1311","1","施工现场地面交货","CNY","SG1211","",2012-12-12,"11:03:35",58120,3752
"31621","LN2012002961","5","1000023636","沈阳福林特种变压器有限公司",36,"13220109A2Q3","长岭输变电工程","3:4:2:1","66kV及以下变压器","包24","0711-12OTL23401144","900000000000122000 ","1000049365","20","500061927","66kV油浸有载变压器,800kVA,66/0.4,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",375200,438984,877968,750400,"1308","1","施工现场设备基础上交货","CNY","SG1211","",2012-12-13,"13:46:58",57820,3683
"31676","LN2012002979","30","1000014636","特变电工沈阳变压器集团有限公司",36,"13220109A2Q3","长岭输变电工程","3:4:2:1","500kV及330kV变压器","包13","0711-12OTL23401141","900000000000122000 ","1000049717","10","500037753","500kV单相油浸无励磁自耦变压器,334MVA,500/220/66,一体","G1001009","一次设备","交流变压器","500kV变压器","6","台",7820000,9149400,54896400,46920000,"1310","1","施工现场设备基础上交货","CNY","SG1211","",2012-12-13,"13:46:58",57930,3738
"31755","LN2012003014","21","1000000136","中国能源建设集团葫芦岛电力设备厂",36,"1522SY101011","沈阳220千伏劝工2号变增容工程","3:4:2:1","220kV变压器","包24","0711-12OTL23401142","900000000000122000 ","1000050150","10","500031242","220kV三相油浸有载变压器,180MVA,220/66/10,一体","G1001007","一次设备","交流变压器","220kV变压器","1","台",5900000,6903000,6903000,5900000,"1309","1","施工现场设备基础上交货","CNY","SG1211","",2012-12-13,"13:18:44",57940,3721
"31769","LN2012003020","35","1000001245","锦州变压器股份有限公司",36,"1622SY0037","66千伏彰驿(冶金)输变电新建工程","3:4:2:1","66kV及以下变压器","包2","0711-12OTL23401144","900000000000122000 ","1000049571","10","500031226","66kV油浸有载变压器,50MVA,66/10,水平分体","G1001005","一次设备","交流变压器","66kV变压器","2","台",2038000,2384460,4768920,4076000,"1311","1","施工现场设备基础上交货","CNY","SG1211","",2012-12-13,"12:44:27",57940,3751
"31788","LN2012003031","54","1000014855","辽宁易发式电气设备有限公司",36,"1622SY101038","沈阳66千伏碳纤维输变电工程","3:4:2:1","66kV及以下变压器","包6","0711-12OTL23401144","900000000000122000 ","1000050163","10","500031224","66kV油浸有载变压器,40MVA,66/10,水平分体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1590000,1860300,3720600,3180000,"1310","1","施工现场设备基础上交货","CNY","SG1211","",2012-12-13,"13:56:53",57930,3738
"31839","LN2012003054","5","1000001243","丹东欣泰电气股份有限公司",36,"2122SY120080","沈阳66kV陵东变电站2#变压器增容工程","3:4:2:1","66kV及以下变压器","包5","0711-12OTL23401144","900000000000122000 ","1000050409","10","500031223","66kV油浸有载变压器,40MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",1512800,1769976,1769976,1512800,"1306","1","施工现场地面交货","CNY","SG1211","",2012-12-13,"11:51:12",57750,3690
"31841","LN2012003056","7","1000001243","丹东欣泰电气股份有限公司",36,"2122SY120084","沈阳66kV郑家变电站2#变压器增容工程","3:4:2:1","66kV及以下变压器","包5","0711-12OTL23401144","900000000000122000 ","1000050398","10","500031223","66kV油浸有载变压器,40MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",1512800,1769976,1769976,1512800,"1306","1","施工现场地面交货","CNY","SG1211","",2012-12-13,"11:51:12",57750,3690
"31933","LN2012003097","2","1000000136","中国能源建设集团葫芦岛电力设备厂",36,"1622PJ10102C","盘锦66千伏利平输变电工程","3:4:2:1","66kV及以下变压器","包14","0711-12OTL23401144","900000000000122000 ","1000050203","10","500031219","66kV油浸有载变压器,20MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1060000,1240200,2480400,2120000,"1310","1","施工现场设备基础上交货","CNY","SG1211","",2012-12-13,"13:11:29",57930,3738
"31970","LN2012003119","39","1000014777","山东达驰电气有限公司",36,"1622PJ12001B","盘锦66千伏于家输变电工程","3:4:2:1","66kV及以下变压器","包3","0711-12OTL23401144","900000000000122000 ","1000050280","10","500031226","66kV油浸有载变压器,50MVA,66/10,水平分体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1830000,2141100,4282200,3660000,"1310","1","施工现场设备基础上交货","CNY","SG1211","",2012-12-13,"14:15:03",57930,3738
"35030","LN2013000108","1","1000014602","山东泰开变压器有限公司",36,"1522DL10101C","大连220千伏马桥输变电工程","3:4:2:1","220～330kV变压器","包22","0711-13OTL01101002","900000000000134000 ","1000053351","10","500031242","220kV三相油浸有载变压器,180MVA,220/66/10,一体","G1001007","一次设备","交流变压器","220kV变压器","2","台",5961538.46,6975000,13950000,11923076.92,"1311","1","施工现场设备基础上交货","CNY","SG1301","",2013-02-04,"14:26:07",60570,4255
"35031","LN2013000109","1","1000014636","特变电工沈阳变压器集团有限公司",36,"1522DL10101C","大连220千伏马桥输变电工程","3:4:2:1","110(66)kV变压器","包67","0711-13OTL01101003","900000000000135000 ","1000053351","20","500113059","66kV油浸无励磁变压器,630kVA,66/0.4,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",260000,304200,608400,520000,"1309","1","施工现场设备基础上交货","CNY","SG1301","",2013-02-04,"14:26:07",60410,4217
"35048","LN2013000123","1","1000023636","沈阳福林特种变压器有限公司",36,"1622FX10100C","阜新66千伏大固本输变电工程","3:4:2:1","110(66)kV变压器","包65","0711-13OTL01101003","900000000000135000 ","1000053806","10","500031219","66kV油浸有载变压器,20MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1117900,1307943,2615886,2235800,"1312","1","买方指定仓库地面交货","CNY","SG1301","",2013-02-04,"13:27:47",60540,4259
"35072","LN2013000137","1","1000014636","特变电工沈阳变压器集团有限公司",36,"1522AS09A18M","鞍山220千伏红旗堡变增容改造工程","3:4:2:1","220～330kV变压器","包23","0711-13OTL01101002","900000000000134000 ","1000053401","10","500031230","220kV三相油浸有载变压器,180MVA,220/66,一体","G1001007","一次设备","交流变压器","220kV变压器","2","台",5430000,6353100,12706200,10860000,"1311","1","施工现场设备基础上交货","CNY","SG1301","",2013-02-04,"13:40:58",60570,4255
"35096","LN2013000152","1","1000014636","特变电工沈阳变压器集团有限公司",36,"1522YK101046","营口蓝东220千伏变电站主变扩建工程","0:9:0:1","110(66)kV变压器","包67","0711-13OTL01101003","900000000000135000 ","1000053523","50","500113059","66kV油浸无励磁变压器,630kVA,66/0.4,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",260000,304200,304200,260000,"1311","1","施工现场设备基础上交货","CNY","SG1301","",2013-02-04,"13:40:58",60570,4255
"35120","LN2013000165","1","1000023636","沈阳福林特种变压器有限公司",36,"1622YK101017","营口66千伏刘家输变电工程","3:4:2:1","110(66)kV变压器","包65","0711-13OTL01101003","900000000000135000 ","1000053540","10","500031219","66kV油浸有载变压器,20MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1087200,1272024,2544048,2174400,"1309","1","施工现场设备基础上交货","CNY","SG1301","",2013-02-04,"12:48:27",60410,4217
"35161","LN2013000205","1","1000014602","山东泰开变压器有限公司",1,"1522DD10101Q","丹东220千伏宫屯输变电工程","3:4:2:1","220～330kV变压器","包21","0711-13OTL01101002","900000000000134000 ","1000044967","10","500031230","220kV三相油浸有载变压器,180MVA,220/66,一体","G1001007","一次设备","交流变压器","220kV变压器","2","台",5951282.05,6963000,13926000,11902564.1,"1310","1","施工现场地面交货","CNY","SG1301","",2013-02-04,"16:47:29",60460,4247
"35162","LN2013000207","1","1000014636","特变电工沈阳变压器集团有限公司",36,"1522DD10101Q","丹东220千伏宫屯输变电工程","3:4:2:1","110(66)kV变压器","包67","0711-13OTL01101003","900000000000135000 ","1000045118","10","500113059","66kV油浸无励磁变压器,630kVA,66/0.4,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",260000,304200,608400,520000,"1310","1","施工现场地面交货","CNY","SG1301","",2013-02-04,"14:16:51",60460,4247
"35872","LN2013001078","1","1000014777","山东达驰电气有限公司",36,"13220109A2Q8","营口西（西海）输变电工程","0:9:0:1","110(66)kV变压器","包87","0711-13OTL05901050","900000000000147000 ","1000057604","10","500057690","66kV油浸有载变压器,1000kVA,66/0.4,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",250000,292500,292500,250000,"1310","1","施工现场地面交货","CNY","SG1303","",2013-05-13,"13:40:44",53320,3654
"35917","LN2013001102","1","1000001245","锦州变压器股份有限公司",36,"16221410A007","丹东柳林66kV输变电工程","3:4:2:1","110(66)kV变压器","包81","0711-13OTL05901050","900000000000147000 ","1000007202","20","500031224","66kV油浸有载变压器,40MVA,66/10,水平分体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1697000,1985490,3970980,3394000,"1310","1","施工现场地面交货","CNY","SG1303","",2013-05-14,"8:26:47",53010,3639
"36077","LN2013001193","1","1000000136","中国能源建设集团葫芦岛电力设备厂",36,"1622DL10108B","大连66千伏市区春华送变电工程","3:4:2:1","110(66)kV变压器","包80","0711-13OTL05901050","900000000000147000 ","1000024279","20","500031225","66kV油浸有载变压器,50MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",2230000,2609100,5218200,4460000,"1306","1","施工现场设备基础上交货","CNY","SG1303","",2013-05-14,"13:17:32",53560,3473
"36087","LN2013001198","1","1000014777","山东达驰电气有限公司",36,"2122DL130001","13技改生13：大连松树等2座220kV变电站66kV老旧所用变更换工程","0:9:0:1","110(66)kV变压器","包87","0711-13OTL05901050","900000000000147000 ","1000057644","20","500113059","66kV油浸无励磁变压器,630kVA,66/0.4,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",2e+05,234000,468000,4e+05,"1309","1","施工现场地面交货","CNY","SG1303","",2013-05-14,"13:17:32",53100,3636
"36120","LN2013001212","1","1000001245","锦州变压器股份有限公司",36,"1622YK101016","营口66千伏新城输变电工程","3:4:2:1","110(66)kV变压器","包81","0711-13OTL05901050","900000000000147000 ","1000053527","10","500031224","66kV油浸有载变压器,40MVA,66/10,水平分体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1665000,1948050,3896100,3330000,"1311","1","施工现场设备基础上交货","CNY","SG1303","",2013-05-13,"15:52:04",53260,3691
"36250","LN2013001281","1","1000001243","丹东欣泰电气股份有限公司",36,"1622CY1010CX","朝阳66kV他拉皋输变电新建工程","3:4:2:1","110(66)kV变压器","包82","0711-13OTL05901050","900000000000147000 ","1000057637","10","500031222","66kV油浸有载变压器,31.5MVA,66/10,水平分体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1364100,1595997,3191994,2728200,"1310","1","施工现场设备基础上交货","CNY","SG1303","",2013-05-13,"17:04:02",53320,3654
"36256","LN2013001286","1","1000001243","丹东欣泰电气股份有限公司",36,"1622CY120022","朝阳66kV喀左老爷庙输变电工程","3:4:2:1","110(66)kV变压器","包82","0711-13OTL05901050","900000000000147000 ","1000057654","10","500031219","66kV油浸有载变压器,20MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1050400,1228968,2457936,2100800,"1310","1","施工现场设备基础上交货","CNY","SG1303","",2013-05-13,"17:04:02",53320,3654
"36260","LN2013001290","1","1000001243","丹东欣泰电气股份有限公司",36,"1622CY120024","朝阳66kV建平张家营子输变电工程","3:4:2:1","110(66)kV变压器","包82","0711-13OTL05901050","900000000000147000 ","1000057582","10","500031219","66kV油浸有载变压器,20MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1050400,1228968,2457936,2100800,"1310","1","施工现场设备基础上交货","CNY","SG1303","",2013-05-13,"17:04:02",53320,3654
"36389","LN2013001352","1","1000001245","锦州变压器股份有限公司",36,"1622AS101017","何岗输变电工程","3:4:2:1","110(66)kV变压器","包81","0711-13OTL05901050","900000000000147000 ","1000053372","10","500031223","66kV油浸有载变压器,40MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1425000,1667250,3334500,2850000,"1311","1","施工现场设备基础上交货","CNY","SG1303","",2013-05-13,"16:04:49",53260,3691
"36409","LN2013001367","1","1000014777","山东达驰电气有限公司",36,"2122AS130002","鞍山供电公司台新开220千伏变电站一、二号所用变更换","0:9:0:1","110(66)kV变压器","包87","0711-13OTL05901050","900000000000147000 ","1000057786","10","500113059","66kV油浸无励磁变压器,630kVA,66/0.4,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",2e+05,234000,468000,4e+05,"1310","1","施工现场地面交货","CNY","SG1303","",2013-05-13,"15:47:42",53320,3654
"36452","LN2013001396","1","1000000231","常州西电变压器有限责任公司",36,"1522BX12001T","本溪220千伏卧龙变电站1、2号主变增容工程","3:4:2:1","220～330kV变压器","包28","0711-13OTL05901049","900000000000147000 ","1000057533","10","500031242","220kV三相油浸有载变压器,180MVA,220/66/10,一体","G1001007","一次设备","交流变压器","220kV变压器","2","台",5786300,6769971,13539942,11572600,"1312","1","施工现场设备基础上交货","CNY","SG1303","",2013-05-14,"17:43:20",53050,3672
"38026","LN2013002704","1","1000023636","沈阳福林特种变压器有限公司",36,"1622LY12003G","辽阳供电公司辽阳县河栏66千伏变电站及线路工程","3:4:2:1","110(66)kV变压器","包59","0711-13OTL10201100","900000000000159000 ","1000059417","10","500031219","66kV油浸有载变压器,20MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",872600,1020942,2041884,1745200,"1312","1","买方指定仓库地面交货","CNY","SG1305","",2013-07-15,"16:30:59",49830,3658
"38070","LN2013002729","1","1000023636","沈阳福林特种变压器有限公司",36,"1622YK120022","营口供电公司大石桥市建一66千伏变电站及线路工程","3:4:2:1","110(66)kV变压器","包59","0711-13OTL10201100","900000000000159000 ","1000059401","140","500031219","66kV油浸有载变压器,20MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",916300,1072071,1072071,916300,"1402","1","施工现场地面交货","CNY","SG1305","",2013-07-15,"16:30:59",49740,3698
"38087","LN2013002737","1","1000023636","沈阳福林特种变压器有限公司",36,"13220109A2QB","盘锦（鹤乡）输变电工程","3:4:2:1","110(66)kV变压器","包58","0711-13OTL10201100","900000000000159000 ","1000059106","10","500057690","66kV油浸有载变压器,1000kVA,66/0.4,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",374400,438048,876096,748800,"1311","1","材料站现场地面交货","CNY","SG1305","",2013-07-16,"9:00:57",50000,3622
"38102","LN2013002746","1","1000014636","特变电工沈阳变压器集团有限公司",36,"13220109A2QB","盘锦（鹤乡）输变电工程","3:4:2:1","500～750kV变压器","包1","0711-13OTL10201098","900000000000155000 ","1000059081","10","500037753","500kV单相油浸无励磁自耦变压器,334MVA,500/220/66,一体","G1001009","一次设备","交流变压器","500kV变压器","6","台",7310000,8552700,51316200,43860000,"1404","1","施工现场设备基础上交货","CNY","SG1305","",2013-07-16,"9:00:57",49810,3713
"38114","LN2013002753","1","1000023636","沈阳福林特种变压器有限公司",36,"1622JZ120023","锦州66千伏广宁变电站新建工程","3:4:2:1","110(66)kV变压器","包59","0711-13OTL10201100","900000000000159000 ","1000058720","10","500031219","66kV油浸有载变压器,20MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1193200,1396044,2792088,2386400,"1312","1","施工现场设备基础上交货","CNY","SG1305","",2013-07-15,"16:45:21",49830,3658
"38134","LN2013002765","1","1000023636","沈阳福林特种变压器有限公司",36,"1622DD120023","丹东供电公司凤城市利民66千伏变电站工程","3:4:2:1","110(66)kV变压器","包58","0711-13OTL10201100","900000000000159000 ","1000059277","10","500031221","66kV油浸有载变压器,31.5MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",1141000,1334970,1334970,1141000,"1312","1","施工现场设备基础上交货","CNY","SG1305","",2013-07-15,"16:30:59",49830,3658
"38230","LN2013002816","1","1000014636","特变电工沈阳变压器集团有限公司",36,"1622FS101019","抚顺天水66千伏输变电工程","3:4:2:1","110(66)kV变压器","包56","0711-13OTL10201100","900000000000159000 ","1000058689","10","500031226","66kV油浸有载变压器,50MVA,66/10,水平分体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1880000,2199600,4399200,3760000,"1312","1","施工现场设备基础上交货","CNY","SG1305","",2013-07-15,"16:34:32",49830,3658
"38559","LN2013002966","1","1000023636","沈阳福林特种变压器有限公司",36,"1622DL12002G","13农网升11：大连供电公司瓦房店市横山66千伏变电站工程","3:4:2:1","110(66)kV变压器","包58","0711-13OTL10201100","900000000000159000 ","1000059468","10","500031219","66kV油浸有载变压器,20MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",1106000,1294020,1294020,1106000,"1312","1","买方指定仓库地面交货","CNY","SG1305","",2013-07-17,"9:05:07",50190,3664
"38574","LN2013002974","1","1000023636","沈阳福林特种变压器有限公司",36,"1522DL11105K","大连220千伏陆港开关站扩建工程","0:9:0:1","110(66)kV变压器","包58","0711-13OTL10201100","900000000000159000 ","1000058956","10","500113059","66kV油浸无励磁变压器,630kVA,66/0.4,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",254700,297999,297999,254700,"1312","1","施工现场设备基础上交货","CNY","SG1305","",2013-07-17,"9:05:07",50190,3664
"38585","LN2013002983","1","1000014777","山东达驰电气有限公司",36,"1522DL11105K","大连220千伏陆港开关站扩建工程","3:4:2:1","220～330kV变压器","包31","0711-13OTL10201099","900000000000159000 ","1000058947","10","500031242","220kV三相油浸有载变压器,180MVA,220/66/10,一体","G1001007","一次设备","交流变压器","220kV变压器","2","台",5780000,6762600,13525200,11560000,"1404","1","施工现场设备基础上交货","CNY","SG1305","",2013-07-17,"9:05:07",50090,3721
"38608","LN2013002991","1","1000014636","特变电工沈阳变压器集团有限公司",36,"1622DL101098","大连66千伏拓展输变电工程","3:4:2:1","110(66)kV变压器","包56","0711-13OTL10201100","900000000000159000 ","1000058982","10","500031226","66kV油浸有载变压器,50MVA,66/10,水平分体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1880000,2199600,4399200,3760000,"1312","1","施工现场设备基础上交货","CNY","SG1305","",2013-07-17,"9:05:07",50190,3664
"38630","LN2013003000","1","1000014636","特变电工沈阳变压器集团有限公司",36,"1622DL11105L","大连66千伏前盐输变电工程","3:4:2:1","110(66)kV变压器","包56","0711-13OTL10201100","900000000000159000 ","1000058959","10","500031226","66kV油浸有载变压器,50MVA,66/10,水平分体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1880000,2199600,4399200,3760000,"1312","1","施工现场设备基础上交货","CNY","SG1305","",2013-07-17,"9:05:07",50190,3664
"38677","LN2013003024","1","1000023636","沈阳福林特种变压器有限公司",36,"1622BX101002","66千伏山城子输变电工程","3:4:2:1","110(66)kV变压器","包57","0711-13OTL10201100","900000000000159000 ","1000058857","20","500031219","66kV油浸有载变压器,20MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",916200,1071954,1071954,916200,"1312","1","施工现场设备基础上交货","CNY","SG1305","",2013-07-16,"11:06:55",49850,3655
"38678","LN2013003024","2","1000023636","沈阳福林特种变压器有限公司",36,"1622BX101002","66千伏山城子输变电工程","3:4:2:1","110(66)kV变压器","包57","0711-13OTL10201100","900000000000159000 ","1000058857","10","500031223","66kV油浸有载变压器,40MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",1541900,1804023,1804023,1541900,"1312","1","施工现场设备基础上交货","CNY","SG1305","",2013-07-16,"11:06:55",49850,3655
